0.8 0.6 -0.442564 0.00871592
0.8 0.601 -0.444339 0.00790943
0.8 0.602 -0.435923 0.00856167
0.8 0.603 -0.431992 0.0121481
0.8 0.604 -0.430862 0.00840792
0.8 0.605 -0.444012 0.00693766
0.8 0.606 -0.445127 0.00656832
0.8 0.607 -0.439506 0.00790821
0.8 0.608 -0.443815 0.00747811
0.8 0.609 -0.448837 0.0077207
0.8 0.61 -0.447112 0.0073246
0.8 0.611 -0.441024 0.0100032
0.8 0.612 -0.43913 0.0122846
0.8 0.613 -0.436543 0.00813346
0.8 0.614 -0.439809 0.00790805
0.8 0.615 -0.436538 0.0123704
0.8 0.616 -0.452681 0.00640947
0.8 0.617 -0.427822 0.013624
0.8 0.618 -0.441922 0.00619309
0.8 0.619 -0.435245 0.00930255
0.8 0.62 -0.440083 0.00868966
0.8 0.621 -0.444958 0.0122854
0.8 0.622 -0.432215 0.00943504
0.8 0.623 -0.445814 0.0123031
0.8 0.624 -0.448234 0.00651503
0.8 0.625 -0.432779 0.0172031
0.8 0.626 -0.432475 0.00611134
0.8 0.627 -0.437984 0.00637326
0.8 0.628 -0.448148 0.00729058
0.8 0.629 -0.435627 0.00729931
0.8 0.63 -0.423283 0.0125095
0.8 0.631 -0.43832 0.00776053
0.8 0.632 -0.44467 0.00643543
0.8 0.633 -0.455291 0.00594121
0.8 0.634 -0.449129 0.0072926
0.8 0.635 -0.448215 0.00743671
0.8 0.636 -0.451884 0.00788275
0.8 0.637 -0.454164 0.00665898
0.8 0.638 -0.44055 0.0073834
0.8 0.639 -0.450174 0.0072662
0.8 0.64 -0.439928 0.00637035
0.8 0.641 -0.44016 0.00964956
0.8 0.642 -0.43611 0.00864831
0.8 0.643 -0.450443 0.00621498
0.8 0.644 -0.443627 0.00801202
0.8 0.645 -0.442653 0.00905413
0.8 0.646 -0.441615 0.0067924
0.8 0.647 -0.423532 0.0125142
0.8 0.648 -0.441537 0.0077683
0.8 0.649 -0.440067 0.00949689
0.8 0.65 -0.431611 0.0157833
0.8 0.651 -0.434114 0.00940084
0.8 0.652 -0.418123 0.0158163
0.8 0.653 -0.438519 0.0100225
0.8 0.654 -0.417652 0.0112208
0.8 0.655 -0.419457 0.0118231
0.8 0.656 -0.414749 0.0160212
0.8 0.657 -0.428857 0.00983522
0.8 0.658 -0.432894 0.00882501
0.8 0.659 -0.428306 0.00893161
0.8 0.66 -0.427952 0.0127494
