0 0
1 0
2 0
3 0
4 0
5 0
6 0
7 0
8 0
9 0
10 0
11 0
12 0
13 0
14 0.209151
15 1.16094
16 2.6034
17 3.26802
18 2.4266
19 1.81534
20 1.88437
21 1.6969
22 1.38365
23 1.38304
24 1.18791
25 1.14408
26 1.0014
27 0.910418
28 0.941049
29 1.02069
30 1.09121
31 1.06483
32 1.08764
33 1.09254
34 1.12724
35 1.026
36 1.01644
37 0.949993
38 0.93575
39 0.913948
40 1.09823
41 1.13607
42 1.12947
43 0.982957
44 0.998919
45 0.982543
46 1.05846
47 1.00377
48 0.878305
49 1.02302
50 0.985648
51 0.889631
52 0.943508
53 0.900787
54 0.972626
55 0.970283
56 1.07196
57 1.14316
58 1.09653
59 1.18177
60 1.1201
61 1.1345
62 1.0388
63 1.02597
64 0.978817
65 0.992539
66 1.0344
67 1.00069
68 0.931886
69 0.998619
70 1.06354
71 0.971869
72 1.0004
73 1.07409
74 1.026
75 1.02698
76 0.914487
77 0.97037
78 0.985272
79 0.94413
80 1.03196
81 0.899759
82 0.941685
83 0.954382
84 0.924864
85 0.941001
86 1.00062
87 0.990023
88 0.967762
89 1.03064
90 1.06616
91 1.0187
92 1.01608
93 0.987757
94 1.07172
95 0.958895
96 0.962299
97 0.925931
98 1.01348
99 0.984797
