1 0 0 0
1 0.064633 0 0
1 0.129266 0 0
1 0.193899 0 0
1 0.258532 0 0
1 0.323165 0 0
1 0.387798 0 0
1 0.452431 0 0
1 0.517064 0 0
1 0.581697 0 0
1 0.64633 0 0
1 0.710963 0 0
1 0.775596 0 0
1 0.84023 0 0
1 0.904863 0.286999 0
1 0.969496 1.05238 0
1 1.03413 1.79653 0
1 1.09876 1.79169 0
1 1.16339 1.40398 0
1 1.22803 1.76397 0
1 1.29266 1.23123 0
1 1.35729 1.61686 0
1 1.42193 1.49877 0
1 1.48656 1.36901 0
1 1.55119 1.27028 0
1 1.61583 1.08718 0
1 1.68046 1.0816 0
1 1.74509 0.969737 0
1 1.80973 1.00797 0
1 1.87436 1.23742 0
1 1.93899 1.08557 0
1 2.00362 1.0876 0
1 2.06826 1.11078 0
1 2.13289 1.16646 0
1 2.19752 1.04847 0
1 2.26216 0.828009 0
1 2.32679 0.955237 0
1 2.39142 1.02948 0
1 2.45606 1.10034 0
1 2.52069 1.14796 0
1 2.58532 0.937385 0
1 2.64995 0.918742 0
1 2.71459 0.94908 0
1 2.77922 0.980246 0
1 2.84385 0.949475 0
1 2.90849 0.873718 0
1 2.97312 0.905402 0
1 3.03775 0.889308 0
1 3.10239 1.0378 0
1 3.16702 1.10896 0
1 3.23165 1.0573 0
1 3.29629 1.04421 0
1 3.36092 0.856143 0
1 3.42555 0.846328 0
1 3.49018 1.01559 0
1 3.55482 0.987541 0
1 3.61945 0.965854 0
1 3.68408 0.913337 0
1 3.74872 0.932584 0
1 3.81335 1.05431 0
1 3.87798 1.03528 0
1 3.94262 1.04677 0
1 4.00725 1.09011 0
1 4.07188 1.148 0
1 4.13651 1.0257 0
1 4.20115 1.11067 0
1 4.26578 1.07137 0
1 4.33041 1.01636 0
1 4.39505 1.05618 0
1 4.45968 0.986302 0
1 4.52431 0.978419 0
1 4.58895 0.996573 0
1 4.65358 1.06596 0
1 4.71821 1.00153 0
1 4.78285 0.974394 0
1 4.84748 0.962082 0
1 4.91211 0.967068 0
1 4.97674 1.00359 0
1 5.04138 0.965521 0
1 5.10601 0.925357 0
1 5.17064 1.051 0
1 5.23528 1.04637 0
1 5.29991 0.976343 0
1 5.36454 1.04887 0
1 5.42918 0.943989 0
1 5.49381 0.933356 0
1 5.55844 0.950824 0
1 5.62307 0.984306 0
1 5.68771 0.950982 0
1 5.75234 0.919888 0
1 5.81697 0.908042 0
1 5.88161 1.00553 0
1 5.94624 1.04346 0
1 6.01087 1.02876 0
1 6.07551 1.00131 0
1 6.14014 0.932899 0
1 6.20477 0.970599 0
