1 0 0 0
1 0.0256496 0 0
1 0.0512993 0 0
1 0.0769489 0 0
1 0.102599 0 0
1 0.128248 0 0
1 0.153898 0 0
1 0.179547 0 0
1 0.205197 0 0
1 0.230847 0 0
1 0.256496 0 0
1 0.282146 0 0
1 0.307796 0 0
1 0.333445 0 0
1 0.359095 0 0
1 0.384745 0 0
1 0.410394 0 0
1 0.436044 0 0
1 0.461694 0 0
1 0.487343 0 0
1 0.512993 0 0
1 0.538642 0 0
1 0.564292 0 0
1 0.589942 0 0
1 0.615591 0 0
1 0.641241 0 0
1 0.666891 0 0
1 0.69254 0 0
1 0.71819 0 0
1 0.74384 0 0
1 0.769489 0 0
1 0.795139 0 0
1 0.820788 0 0
1 0.846438 0 0
1 0.872088 0.00320968 0
1 0.897737 0.0487625 0
1 0.923387 0.149852 0
1 0.949037 0.522073 0
1 0.974686 1.25395 0
1 1.00034 1.89953 0
1 1.02599 2.40296 0
1 1.05164 2.623 0
1 1.07728 2.52882 0
1 1.10293 2.37871 0
1 1.12858 2.17147 0
1 1.15423 1.85152 0
1 1.17988 1.61473 0
1 1.20553 1.49545 0
1 1.23118 1.45628 0
1 1.25683 1.27477 0
1 1.28248 1.17072 0
1 1.30813 1.07171 0
1 1.33378 0.958478 0
1 1.35943 0.896897 0
1 1.38508 0.777557 0
1 1.41073 0.752377 0
1 1.43638 0.739179 0
1 1.46203 0.700553 0
1 1.48768 0.626475 0
1 1.51333 0.655298 0
1 1.53898 0.626747 0
1 1.56463 0.683732 0
1 1.59028 0.6964 0
1 1.61593 0.719009 0
1 1.64158 0.718927 0
1 1.66723 0.756782 0
1 1.69288 0.860204 0
1 1.71853 0.879779 0
1 1.74418 0.824549 0
1 1.76983 0.864811 0
1 1.79547 0.873988 0
1 1.82112 0.906061 0
1 1.84677 0.965907 0
1 1.87242 1.00044 0
1 1.89807 1.01463 0
1 1.92372 1.12277 0
1 1.94937 1.14938 0
1 1.97502 1.20792 0
1 2.00067 1.18188 0
1 2.02632 1.22303 0
1 2.05197 1.25142 0
1 2.07762 1.16479 0
1 2.10327 1.14343 0
1 2.12892 1.1726 0
1 2.15457 1.12868 0
1 2.18022 1.04496 0
1 2.20587 1.11288 0
1 2.23152 1.14206 0
1 2.25717 1.07308 0
1 2.28282 0.974847 0
1 2.30847 0.968737 0
1 2.33412 0.989413 0
1 2.35977 0.937977 0
1 2.38542 0.907919 0
1 2.41107 0.893695 0
1 2.43672 0.912672 0
1 2.46237 0.949499 0
1 2.48802 0.938332 0
1 2.51366 0.940652 0
1 2.53931 0.925236 0
2 0 0 0
2 0.0256496 0 0
2 0.0512993 0 0
2 0.0769489 0 0
2 0.102599 0 0
2 0.128248 0 0
2 0.153898 0 0
2 0.179547 0 0
2 0.205197 0 0
2 0.230847 0 0
2 0.256496 0 0
2 0.282146 0 0
2 0.307796 0 0
2 0.333445 0 0
2 0.359095 0 0
2 0.384745 0 0
2 0.410394 0 0
2 0.436044 0 0
2 0.461694 0 0
2 0.487343 0 0
2 0.512993 0 0
2 0.538642 0 0
2 0.564292 0 0
2 0.589942 0 0
2 0.615591 0 0
2 0.641241 0 0
2 0.666891 0 0
2 0.69254 0 0
2 0.71819 0 0
2 0.74384 0 0
2 0.769489 0 0
2 0.795139 0 0
2 0.820788 0 0
2 0.846438 0 0
2 0.872088 0.00160484 0.00113479
2 0.897737 0.0354242 0.00943155
2 0.923387 0.151122 0.000897979
2 0.949037 0.526458 0.00310104
2 0.974686 1.26036 0.00453024
2 1.00034 1.93196 0.0229287
2 1.02599 2.38785 0.0106817
2 1.05164 2.52993 0.0658119
2 1.07728 2.52157 0.0051278
