0   14.7023   0
1   15.0594   0.357154
2   14.9576   0.229959
3   14.7461   0.26683
4   14.8699   0.240943
5   15.0087   0.240773
6   15.0812   0.216022
7   15.0531   0.189176
8   15.065   0.16726
9   14.9777   0.173237
10   14.9346   0.162505
11   14.9144   0.149713
12   14.9104   0.137776
13   14.8554   0.138887
14   14.8744   0.130679
15   14.9441   0.140723
16   15.0634   0.17804
17   15.0702   0.167999
18   15.0201   0.16663
19   14.9953   0.160006
20   15.0371   0.157827
21   15.0333   0.150533
22   15.0485   0.14465
23   15.0171   0.142013
24   15.0533   0.14093
25   15.0134   0.141139
26   14.9746   0.141249
27   15.0136   0.141593
28   15.0501   0.141396
29   15.0187   0.14016
30   15.0105   0.135808
31   15.0275   0.132588
32   15.0461   0.12985
33   15.0452   0.125976
34   15.0221   0.124486
35   15.0119   0.121411
36   14.9999   0.118688
37   14.9917   0.115815
38   14.9938   0.112826
39   14.9565   0.116117
40   14.9816   0.116004
41   14.9517   0.117099
42   14.9516   0.114343
43   14.9388   0.112443
44   14.9207   0.1114
45   14.9373   0.110212
46   14.9354   0.107858
47   14.9296   0.105748
48   14.9395   0.104042
49   14.9594   0.103868
50   14.9621   0.101846
51   14.9622   0.0998684
52   14.947   0.0991276
53   14.9249   0.0997582
54   14.9317   0.0981612
55   14.9375   0.0965678
56   14.9409   0.0949201
57   14.9375   0.0933315
58   14.9363   0.0917444
59   14.9198   0.0916912
60   14.9213   0.0901885
61   14.917   0.0888262
62   14.9103   0.0876634
63   14.923   0.0872154
64   14.9175   0.0860376
65   14.9225   0.084868
66   14.9185   0.0836867
67   14.9118   0.0827193
68   14.9129   0.0815187
69   14.9153   0.0803817
70   14.9184   0.079304
71   14.9193   0.0781995
72   14.9362   0.0789621
73   14.9388   0.0779294
74   14.9296   0.0774277
75   14.9386   0.0769271
76   14.9612   0.0792255
77   14.961   0.0782034
78   14.9589   0.0772384
79   14.9456   0.0774077
80   14.9467   0.0764539
81   14.944   0.0755632
82   14.9427   0.0746589
83   14.9459   0.073834
84   14.9429   0.073023
85   14.9437   0.0721737
86   14.9517   0.0717815
87   14.9518   0.0709612
88   14.9547   0.0702211
89   14.9517   0.0695012
90   14.9428   0.0693103
91   14.9294   0.0698392
92   14.9295   0.0690842
93   14.9232   0.0686312
94   14.9368   0.0692436
95   14.938   0.068529
96   14.9284   0.0684835
97   14.9308   0.0678223
98   14.918   0.0683493
99   14.9245   0.0679725
